2024-03-06 11:57:02,123 INFO    StreamThr :31308 [internal.py:wandb_internal():89] W&B internal server running at pid: 31308, started at: 2024-03-06 11:57:02.122950
2024-03-06 11:57:02,125 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: status
2024-03-06 11:57:02,128 INFO    WriterThread:31308 [datastore.py:open_for_write():85] open: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\run-grhytrcn.wandb
2024-03-06 11:57:02,129 DEBUG   SenderThread:31308 [sender.py:send():380] send: header
2024-03-06 11:57:02,183 DEBUG   SenderThread:31308 [sender.py:send():380] send: run
2024-03-06 11:57:03,258 INFO    SenderThread:31308 [dir_watcher.py:__init__():211] watching files in: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files
2024-03-06 11:57:03,259 INFO    SenderThread:31308 [sender.py:_start_run_threads():1125] run started: grhytrcn with start time 1709706422.123936
2024-03-06 11:57:03,267 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: check_version
2024-03-06 11:57:03,267 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: check_version
2024-03-06 11:57:03,333 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: run_start
2024-03-06 11:57:03,361 DEBUG   HandlerThread:31308 [system_info.py:__init__():32] System info init
2024-03-06 11:57:03,361 DEBUG   HandlerThread:31308 [system_info.py:__init__():47] System info init done
2024-03-06 11:57:03,361 INFO    HandlerThread:31308 [system_monitor.py:start():181] Starting system monitor
2024-03-06 11:57:03,362 INFO    SystemMonitor:31308 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-03-06 11:57:03,362 INFO    HandlerThread:31308 [system_monitor.py:probe():201] Collecting system info
2024-03-06 11:57:03,371 INFO    SystemMonitor:31308 [interfaces.py:start():190] Started cpu monitoring
2024-03-06 11:57:03,372 INFO    SystemMonitor:31308 [interfaces.py:start():190] Started disk monitoring
2024-03-06 11:57:03,373 INFO    SystemMonitor:31308 [interfaces.py:start():190] Started gpu monitoring
2024-03-06 11:57:03,390 INFO    SystemMonitor:31308 [interfaces.py:start():190] Started memory monitoring
2024-03-06 11:57:03,398 DEBUG   HandlerThread:31308 [system_info.py:probe():196] Probing system
2024-03-06 11:57:03,411 INFO    SystemMonitor:31308 [interfaces.py:start():190] Started network monitoring
2024-03-06 11:57:03,433 DEBUG   HandlerThread:31308 [system_info.py:_probe_git():181] Probing git
2024-03-06 11:57:03,534 DEBUG   HandlerThread:31308 [system_info.py:_probe_git():189] Probing git done
2024-03-06 11:57:03,534 DEBUG   HandlerThread:31308 [system_info.py:probe():244] Probing system done
2024-03-06 11:57:03,534 DEBUG   HandlerThread:31308 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.6.13', 'heartbeatAt': '2024-03-06T06:27:03.398203', 'startedAt': '2024-03-06T06:27:02.113945', 'docker': None, 'cuda': None, 'args': ('--num_agents', '4'), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/abj247/MA-ICBF.git', 'commit': '0b0e29bcc0ae338a01cc3645c4a4307537a5a53f'}, 'email': 'abcdxyzw14@gmail.com', 'root': 'C:/Users/aplus/macbf/drones/drones', 'host': 'AJAXXX', 'username': 'aplus', 'executable': 'D:\\Anaconda\\envs\\macbf\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2901.0, 'min': 0.0, 'max': 2901.0}, 'cpu_freq_per_core': [{'current': 2901.0, 'min': 0.0, 'max': 2901.0}], 'disk': {'/': {'total': 253.39874649047852, 'used': 227.16355895996094}}, 'gpu': 'NVIDIA GeForce GTX 1650', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650', 'memory_total': 4294967296}], 'memory': {'total': 15.420913696289062}}
2024-03-06 11:57:03,534 INFO    HandlerThread:31308 [system_monitor.py:probe():211] Finished collecting system info
2024-03-06 11:57:03,534 INFO    HandlerThread:31308 [system_monitor.py:probe():214] Publishing system info
2024-03-06 11:57:03,534 DEBUG   HandlerThread:31308 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2024-03-06 11:57:03,535 DEBUG   HandlerThread:31308 [system_info.py:_save_pip():68] Saving pip packages done
2024-03-06 11:57:03,535 DEBUG   HandlerThread:31308 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2024-03-06 11:57:04,266 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\conda-environment.yaml
2024-03-06 11:57:04,266 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\requirements.txt
2024-03-06 11:57:07,148 DEBUG   HandlerThread:31308 [system_info.py:_save_conda():87] Saving conda packages done
2024-03-06 11:57:07,149 INFO    HandlerThread:31308 [system_monitor.py:probe():216] Finished publishing system info
2024-03-06 11:57:07,164 DEBUG   SenderThread:31308 [sender.py:send():380] send: files
2024-03-06 11:57:07,165 INFO    SenderThread:31308 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-03-06 11:57:07,166 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: status_report
2024-03-06 11:57:07,177 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: stop_status
2024-03-06 11:57:07,178 DEBUG   SenderThread:31308 [sender.py:send_request():407] send_request: stop_status
2024-03-06 11:57:07,179 DEBUG   HandlerThread:31308 [handler.py:handle_request():144] handle_request: internal_messages
2024-03-06 11:57:07,291 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\conda-environment.yaml
2024-03-06 11:57:07,291 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\wandb-metadata.json
2024-03-06 11:57:07,556 DEBUG   SenderThread:31308 [sender.py:send():380] send: telemetry
2024-03-06 11:57:07,556 DEBUG   SenderThread:31308 [sender.py:send():380] send: config
2024-03-06 11:57:08,278 INFO    wandb-upload_0:31308 [upload_job.py:push():131] Uploaded file C:\Users\aplus\AppData\Local\Temp\tmpwn1jzkrnwandb\4yfrgmbt-wandb-metadata.json
2024-03-06 11:57:08,299 INFO    Thread-16 :31308 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\aplus\macbf\drones\drones\wandb\run-20240306_115702-grhytrcn\files\output.log
